exp,encoder,train_condition,layer,view,task,eval_condition,target,metric,value,ci_low,ci_high,seed_sd,n_seeds,trivial,majority_rate
E,dinov2_b,paired,8,mean,transfer,occluded,obj_pos_x,r2,0.7909311547958164,0.7573689000119633,0.8216636058759069,0.006040997872607428,5,0.0,
E,dinov2_b,paired,8,mean,transfer,occluded,obj_pos_y,r2,0.48600989307208237,0.36044365316860555,0.6516989650190383,0.057557539939902196,5,0.0,
E,dinov2_b,paired,8,mean,transfer,occluded,obj_speed,r2,0.0953656115921118,-0.021471408706038506,0.15275954939343916,0.024272726616970407,5,0.0,
E,dinov2_b,paired,8,mean,transfer,occluded,support_state,auroc,0.7426784801208026,0.6835563172729935,0.7855730382891567,0.012332744137930852,5,0.5,0.8438775510204082
E,dinov2_b,paired,8,mean,transfer,occluded,support_state,balanced_accuracy,0.6147519051168315,0.5664620267767716,0.6711662048503071,0.01580252549141109,5,0.5,0.8438775510204082
E,dinov2_b,paired,11,cls,transfer,base,contact_state,auroc,0.9624666666666666,0.9571787413194445,0.9677009780092592,0.0012418554085531545,5,0.5,0.6
E,dinov2_b,paired,11,cls,transfer,base,contact_state,balanced_accuracy,0.8901388888888888,0.878123263888889,0.903265625,0.0035336237651425496,5,0.5,0.6
E,dinov2_b,paired,11,cls,transfer,base,ee_obj_dist,r2,0.9211069116089996,0.9117939133556348,0.9281401894233559,0.0020968390205487234,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,friction_slide,r2,-0.0017912594182261765,-0.028566342025785292,0.011309580219214585,0.005693468001164446,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,log_mass,r2,-0.006409597819484381,-0.02286736908144903,0.004006084675520159,0.0026314994799567066,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,obj_pos_x,r2,0.8941001152913444,0.8790490087021281,0.9072864245929538,0.003435277641736183,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,obj_pos_y,r2,0.8594019779148316,0.8386659707781874,0.8786790532696603,0.005750599316443922,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,obj_speed,r2,0.2427741169714403,0.2048056741027753,0.277485729100036,0.009227523357522895,5,0.0,
E,dinov2_b,paired,11,cls,transfer,base,support_state,auroc,0.88911004884277,0.8668329831079061,0.9136028467159106,0.007725614145738622,5,0.5,0.8443333333333334
E,dinov2_b,paired,11,cls,transfer,base,support_state,balanced_accuracy,0.7422734527718559,0.7192696830995,0.7663633103591594,0.004353900628254076,5,0.5,0.8443333333333334
E,dinov2_b,paired,11,cls,transfer,occluded,contact_state,auroc,0.8545822882241485,0.8404509082300275,0.870478180243767,0.0026169758478468523,5,0.5,0.6
E,dinov2_b,paired,11,cls,transfer,occluded,contact_state,balanced_accuracy,0.7532970067860758,0.7246212121212121,0.7788778877887789,0.008635588627536814,5,0.5,0.6
E,dinov2_b,paired,11,cls,transfer,occluded,ee_obj_dist,r2,0.5848928330239129,0.5103753330335312,0.6522674605525107,0.02675376610461997,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,friction_slide,r2,-0.009356860882057338,-0.057792479883821656,0.008512904678973244,0.004584641273313979,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,log_mass,r2,-0.02010270043729414,-0.08941613363992326,0.015065899651309219,0.012465716391203863,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,obj_pos_x,r2,0.36983669830485516,0.2242261745117131,0.4730448665546384,0.04011567120704203,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,obj_pos_y,r2,0.5774846090063145,0.5072509073768783,0.6453619975224854,0.016719881656078697,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,obj_speed,r2,0.0008847646169304113,-0.18692874448814453,0.11068879461222121,0.048822506411082656,5,0.0,
E,dinov2_b,paired,11,cls,transfer,occluded,support_state,auroc,0.6926372439446915,0.6118260739345946,0.7540892012646011,0.024561875473570256,5,0.5,0.8438775510204082
E,dinov2_b,paired,11,cls,transfer,occluded,support_state,balanced_accuracy,0.6286815663294583,0.5566746771253764,0.6913070991773332,0.02789548653107986,5,0.5,0.8438775510204082
E,dinov2_b,paired,11,mean,transfer,base,contact_state,auroc,0.9619255324074073,0.9568475376157408,0.9673835908564815,0.0009922500634417704,5,0.5,0.6
E,dinov2_b,paired,11,mean,transfer,base,contact_state,balanced_accuracy,0.8912916666666668,0.879234375,0.900765625,0.0025366145904032896,5,0.5,0.6
E,dinov2_b,paired,11,mean,transfer,base,ee_obj_dist,r2,0.936806225946548,0.9298059394645204,0.9431115857871772,0.0014948277823719615,5,0.0,
E,dinov2_b,paired,11,mean,transfer,base,friction_slide,r2,-0.00038292487084463646,-0.028153776629255417,0.01626477439062219,0.006113181614116135,5,0.0,
E,dinov2_b,paired,11,mean,transfer,base,log_mass,r2,-0.006760286785948555,-0.027576842198017305,0.0069459309086129985,0.0034744008873284957,5,0.0,
