exp,seed,encoder,train_condition,layer,view,task,eval_condition,target,n_rows,n_scenes,metric,value,ci_low,ci_high,trivial,majority_rate
C,0,random_b,base,2,cls,real,base,obj_pos_y,6000,600,r2,0.4567086396743185,0.4303848644027311,0.47879992121452,0.0,
C,0,random_b,base,2,cls,real,base,obj_speed,6000,600,r2,0.0782086358176669,0.05925999070112116,0.095499089879426,0.0,
C,0,random_b,base,2,cls,real,base,support_state,6000,600,balanced_accuracy,0.5929795225507245,0.5787802357955073,0.6080154364429323,0.5,0.8443333333333334
C,0,random_b,base,2,cls,real,base,support_state,6000,600,auroc,0.7490884774932349,0.7308824496209758,0.7679926491735971,0.5,0.8443333333333334
C,0,random_b,base,2,mean,real,base,contact_state,6000,600,balanced_accuracy,0.7513888888888889,0.7406944444444444,0.7613211805555555,0.5,0.6
C,0,random_b,base,2,mean,real,base,contact_state,6000,600,auroc,0.8502662037037036,0.843259976851852,0.8570305410879631,0.5,0.6
C,0,random_b,base,2,mean,real,base,ee_obj_dist,6000,600,r2,0.6324107208155827,0.619802536941977,0.6452738113988506,0.0,
C,0,random_b,base,2,mean,real,base,friction_slide,6000,600,r2,-0.021041996682870323,-0.0432170685405726,-0.006002945671415882,0.0,
C,0,random_b,base,2,mean,real,base,log_mass,6000,600,r2,0.002357702613430379,-0.00925370050679294,0.008958629964727679,0.0,
C,0,random_b,base,2,mean,real,base,obj_pos_x,6000,600,r2,0.5018508375500527,0.4767568226783415,0.5248359937599272,0.0,
C,0,random_b,base,2,mean,real,base,obj_pos_y,6000,600,r2,0.5017071569932419,0.47903071581734863,0.5239508302470864,0.0,
C,0,random_b,base,2,mean,real,base,obj_speed,6000,600,r2,0.08684135153019634,0.06916524863569634,0.10226503550392134,0.0,
C,0,random_b,base,2,mean,real,base,support_state,6000,600,balanced_accuracy,0.5986407684094577,0.5833719311424985,0.6136241757880235,0.5,0.8443333333333334
C,0,random_b,base,2,mean,real,base,support_state,6000,600,auroc,0.7555023158969695,0.7368427770353554,0.7750138598608689,0.5,0.8443333333333334
C,0,random_b,base,5,cls,real,base,contact_state,6000,600,balanced_accuracy,0.7481944444444444,0.7379861111111111,0.7581961805555555,0.5,0.6
C,0,random_b,base,5,cls,real,base,contact_state,6000,600,auroc,0.8396131944444445,0.8317165856481481,0.8472247019675926,0.5,0.6
C,0,random_b,base,5,cls,real,base,ee_obj_dist,6000,600,r2,0.6140594408737444,0.5996485295745371,0.627710762818213,0.0,
C,0,random_b,base,5,cls,real,base,friction_slide,6000,600,r2,-0.014535349577997625,-0.03485187905807442,-0.001268716268605317,0.0,
C,0,random_b,base,5,cls,real,base,log_mass,6000,600,r2,0.0027138177633555527,-0.008556908483736992,0.009183877983206188,0.0,
C,0,random_b,base,5,cls,real,base,obj_pos_x,6000,600,r2,0.4510552607108971,0.42184526638955255,0.4762590218253401,0.0,
C,0,random_b,base,5,cls,real,base,obj_pos_y,6000,600,r2,0.46986093330022816,0.4453628558388534,0.49255017369405213,0.0,
C,0,random_b,base,5,cls,real,base,obj_speed,6000,600,r2,0.07884215548871099,0.060612302328149924,0.0950672234312034,0.0,
C,0,random_b,base,5,cls,real,base,support_state,6000,600,balanced_accuracy,0.6044038816107045,0.5892656184908405,0.6200626470877977,0.5,0.8443333333333334
C,0,random_b,base,5,cls,real,base,support_state,6000,600,auroc,0.753269265396974,0.7341422628901573,0.7733263317738236,0.5,0.8443333333333334
C,0,random_b,base,5,mean,real,base,contact_state,6000,600,balanced_accuracy,0.7517361111111112,0.7415277777777778,0.7613211805555555,0.5,0.6
C,0,random_b,base,5,mean,real,base,contact_state,6000,600,auroc,0.8490155092592593,0.8416096325231481,0.8564972366898148,0.5,0.6
C,0,random_b,base,5,mean,real,base,ee_obj_dist,6000,600,r2,0.6346322888048723,0.6228646168944741,0.6470937261670981,0.0,
C,0,random_b,base,5,mean,real,base,friction_slide,6000,600,r2,-0.019579958224100746,-0.041133686304156904,-0.0042522902824013225,0.0,
C,0,random_b,base,5,mean,real,base,log_mass,6000,600,r2,0.002372970637105176,-0.009104347012663511,0.008929461611434862,0.0,
C,0,random_b,base,5,mean,real,base,obj_pos_x,6000,600,r2,0.5003744624301121,0.4767576203091673,0.5217696131477876,0.0,
C,0,random_b,base,5,mean,real,base,obj_pos_y,6000,600,r2,0.5045342795650893,0.481642001385418,0.5266530614229338,0.0,
C,0,random_b,base,5,mean,real,base,obj_speed,6000,600,r2,0.08741320189883839,0.07005222093168634,0.10290454273083033,0.0,
C,0,random_b,base,5,mean,real,base,support_state,6000,600,balanced_accuracy,0.6134595079426939,0.5981585224840432,0.6286837630832238,0.5,0.8443333333333334
C,0,random_b,base,5,mean,real,base,support_state,6000,600,auroc,0.755158672123262,0.7364281142123124,0.7744501691689091,0.5,0.8443333333333334
C,0,random_b,base,8,cls,real,base,contact_state,6000,600,balanced_accuracy,0.743125,0.7331909722222223,0.7528489583333333,0.5,0.6
C,0,random_b,base,8,cls,real,base,contact_state,6000,600,auroc,0.8400717592592593,0.8329213888888889,0.8471525839120371,0.5,0.6
C,0,random_b,base,8,cls,real,base,ee_obj_dist,6000,600,r2,0.6159191522764558,0.602210819144061,0.6293274103715703,0.0,
C,0,random_b,base,8,cls,real,base,friction_slide,6000,600,r2,-0.014878364392324261,-0.03567302348441448,-0.0011014509395401073,0.0,
C,0,random_b,base,8,cls,real,base,log_mass,6000,600,r2,0.002726480332006731,-0.008801677089956222,0.009532779877769466,0.0,
C,0,random_b,base,8,cls,real,base,obj_pos_x,6000,600,r2,0.47001187594585725,0.44472848465923753,0.4937990712723362,0.0,
C,0,random_b,base,8,cls,real,base,obj_pos_y,6000,600,r2,0.47186380813931117,0.4468116108199871,0.49493368588315295,0.0,
C,0,random_b,base,8,cls,real,base,obj_speed,6000,600,r2,0.07725672230431868,0.05829034088000006,0.09430978763030368,0.0,
C,0,random_b,base,8,cls,real,base,support_state,6000,600,balanced_accuracy,0.5978661961888934,0.5826104845472915,0.6139069758673318,0.5,0.8443333333333334
C,0,random_b,base,8,cls,real,base,support_state,6000,600,auroc,0.7564709010229849,0.7374455101068297,0.7758760704541061,0.5,0.8443333333333334
C,0,random_b,base,8,mean,real,base,contact_state,6000,600,balanced_accuracy,0.7508333333333334,0.7400677083333334,0.7604861111111112,0.5,0.6
C,0,random_b,base,8,mean,real,base,contact_state,6000,600,auroc,0.8504327546296296,0.8439855324074074,0.8570735098379629,0.5,0.6
C,0,random_b,base,8,mean,real,base,ee_obj_dist,6000,600,r2,0.6366348895528912,0.6236434247676277,0.6492711363876557,0.0,
C,0,random_b,base,8,mean,real,base,friction_slide,6000,600,r2,-0.021668251192928256,-0.04374412351806975,-0.005877929920310678,0.0,
C,0,random_b,base,8,mean,real,base,log_mass,6000,600,r2,0.0023009417391113285,-0.009470335825961417,0.009006872084160601,0.0,
C,0,random_b,base,8,mean,real,base,obj_pos_x,6000,600,r2,0.484788867079312,0.45734763376857396,0.508835121109571,0.0,
C,0,random_b,base,8,mean,real,base,obj_pos_y,6000,600,r2,0.506149920309285,0.48344995429275806,0.5275668402791394,0.0,
C,0,random_b,base,8,mean,real,base,obj_speed,6000,600,r2,0.08816750472128765,0.0708699350434361,0.10355734725866234,0.0,
